pharmacy_id,pharmacy_type,establishment_year,province,region,onboarding_date,acquisition_channel,credit_tier
PH0635,Nhà thuốc,2023.0,Hà Nội,Bắc,03-08-2024,Sales rep,B
PH0636,Nhà thuốc,2019.0,Thanh Hóa,Trung,2023-03-08,Web portal,B
PH0637,Nhà thuốc,2016.0,Quảng Nam,Trung,2024-08-11,Hotline,B
PH0638,Bệnh viện,2002.0,Quảng Nam,Trung,2022-06-12,Web portal,C
PH0639,,2020.0,Bình Dương,Nam,2023-09-11,Hotline,A
PH0640,Nhà thuốc,2009.0,Bà Rịa - Vũng Tàu,Nam,2024-04-23,,C
PH0641,Bệnh viện,2023.0,Quảng Ninh,Bắc,2024-07-04,,A
PH0642,,2014.0,Nghệ An,Trung,2020-05-28,Web portal,B
PH0643,Phòng khám,2023.0,Cần Thơ,Nam,11-09-2024,Sales rep,B
PH0644,Nhà thuốc,2017.0,Bà Rịa - Vũng Tàu,Nam,2021-07-04,Hotline,B
PH0645,Phòng khám,1996.0,Lạng Sơn,Bắc,2022-07-27,Sales rep,C
PH0646,Bệnh viện,2015.0,Hà Nội,Bắc,2021-09-09,Hotline,B
PH0647,Nhà thuốc,2015.0,Hà Nội,Bắc,2024-01-05,Referral,B
PH0648,Nhà thuốc,2014.0,Đà Nẵng,Trung,09/08/2022,Hotline,B
PH0649,Quầy thuốc,2012.0,Quảng Ninh,Bắc,28/11/2023,Hotline,
PH0650,Quầy thuốc,2020.0,Nghệ An,Trung,2025-05-02,Hotline,C
PH0651,Nhà thuốc,1998.0,Bắc Ninh,Bắc,2021-12-12,Web portal,B
PH0652,Quầy thuốc,2020.0,Long An,Nam,2024-07-03,Referral,C
PH0653,Bệnh viện,2018.0,Đồng Nai,Nam,2022-06-26,Referral,B
PH0654,Nhà thuốc,2023.0,Bắc Ninh,Bắc,2025-01-30,Referral,B
PH0655,Nhà thuốc,1999.0,Đắk Lắk,Trung,2025-03-28,Referral,A
PH0656,Nhà thuốc,2016.0,Thừa Thiên Huế,Trung,2025-01-08,Referral,B
PH0657,Phòng khám,2024.0,Lạng Sơn,Bắc,20/04/2024,Hotline,A
PH0658,Nhà thuốc,2006.0,Hải Dương,Bắc,2022-07-14,Sales rep,B
PH0659,,1998.0,TP.HCM,Nam,2024-11-25,Sales rep,C
PH0660,Quầy thuốc,2019.0,Bình Dương,Nam,04-12-2020,Referral,A
PH0661,Nhà thuốc,,Long An,Nam,2025-03-11,Web portal,B
PH0662,Nhà thuốc,2004.0,Thanh Hóa,Trung,2024-10-12,Referral,B
PH0663,Nhà thuốc,2007.0,TP.HCM,Nam,2024-08-03,Sales rep,B
PH0664,Nhà thuốc,,Quảng Ninh,Bắc,2023-04-28,Referral,C
PH0665,Phòng khám,2017.0,Khánh Hòa,Trung,16/04/2020,Hotline,A
PH0666,Quầy thuốc,2002.0,Bắc Ninh,Bắc,2020-11-17,Referral,A
PH0667,Quầy thuốc,2010.0,TP.HCM,Nam,2022-06-06,Sales rep,C
PH0668,Quầy thuốc,2017.0,Quảng Ninh,Bắc,01-09-2020,Hotline,A
PH0669,Quầy thuốc,2002.0,Đà Nẵng,Trung,2024-02-20,Referral,B
PH0670,Phòng khám,1998.0,TP.HCM,Nam,11/05/2020,Sales rep,A
PH0671,Nhà thuốc,2015.0,Hà Nội,Bắc,2023-11-07,Hotline,A
PH0672,Quầy thuốc,2023.0,Bình Dương,Nam,2024-02-13,Web portal,A
PH0673,Nhà thuốc,2005.0,Bà Rịa - Vũng Tàu,Nam,2022-04-13,Hotline,A
PH0674,Phòng khám,2001.0,Thừa Thiên Huế,Trung,28/02/2020,Hotline,
PH0675,Quầy thuốc,2022.0,Đà Nẵng,Trung,2025-03-23,Referral,B
PH0676,,2013.0,Đà Nẵng,Trung,2024-07-27,Web portal,C
PH0677,Quầy thuốc,2002.0,,Nam,2022-06-08,Sales rep,A
PH0678,Nhà thuốc,2009.0,Tiền Giang,Nam,2022-04-20,Web portal,C
PH0679,Phòng khám,2001.0,Bình Dương,Nam,07-05-2024,Hotline,C
PH0680,Phòng khám,2016.0,Thanh Hóa,Trung,2022-03-03,Web portal,B
PH0681,Nhà thuốc,2013.0,Cần Thơ,Nam,2022-12-06,Referral,A
PH0682,Phòng khám,1995.0,Nam Định,Bắc,2024-12-16,Referral,B
PH0683,Nhà thuốc,2016.0,Đà Nẵng,Trung,2022-10-26,Sales rep,B
PH0684,Nhà thuốc,2003.0,Nam Định,Bắc,2025-03-25,Referral,C
PH0685,Nhà thuốc,2010.0,Nam Định,Bắc,2024-02-07,Sales rep,C
PH0686,Quầy thuốc,2003.0,Cần Thơ,Nam,2020-02-26,Web portal,C
PH0687,Nhà thuốc,,Nghệ An,Trung,2025-02-18,,A
PH0688,Quầy thuốc,2007.0,An Giang,Nam,2022-05-22,Referral,A
PH0689,Bệnh viện,1995.0,An Giang,Nam,2024-11-25,Referral,
PH0690,Quầy thuốc,2018.0,Bình Định,Trung,2024-01-14,Sales rep,A
PH0691,Quầy thuốc,1995.0,An Giang,Nam,2025-04-09,Referral,B
PH0692,Nhà thuốc,2015.0,Long An,Nam,29/06/2024,,
PH0693,Nhà thuốc,2015.0,Thừa Thiên Huế,Trung,2021-12-02,Sales rep,C
PH0694,Nhà thuốc,2019.0,Đồng Nai,Nam,2024-04-10,Web portal,C
PH0695,Phòng khám,2022.0,Thái Nguyên,Bắc,2022-12-01,Hotline,B
PH0696,Quầy thuốc,2000.0,Bắc Ninh,Bắc,2023-05-31,,A
PH0697,Nhà thuốc,2024.0,Nghệ An,Trung,2024-10-07,Web portal,A
PH0698,Nhà thuốc,2010.0,Thừa Thiên Huế,Trung,2021-09-29,,A
PH0699,Nhà thuốc,2020.0,TP.HCM,Nam,2020-01-07,Sales rep,
PH0700,Nhà thuốc,2018.0,Nghệ An,Trung,2024-08-27,Sales rep,B
PH0701,Nhà thuốc,2022.0,Hải Dương,Bắc,19/11/2023,Referral,B
PH0702,Nhà thuốc,,Thừa Thiên Huế,Trung,2025-05-22,Sales rep,B
PH0703,Quầy thuốc,1998.0,Long An,Nam,2025-05-23,Hotline,B
PH0704,Nhà thuốc,2006.0,Hà Nội,Bắc,27/05/2025,Referral,B
PH0705,Quầy thuốc,2014.0,Thái Nguyên,Bắc,2024-01-18,Hotline,B
PH0706,Nhà thuốc,2013.0,Thừa Thiên Huế,Trung,2020-06-05,Hotline,A
PH0707,Quầy thuốc,2001.0,Hải Phòng,Bắc,2022-03-24,,C
PH0708,Quầy thuốc,1997.0,Hải Phòng,Bắc,2023-12-29,Referral,A
PH0709,Nhà thuốc,2007.0,Nghệ An,Trung,2020-09-20,Web portal,C
PH0710,Phòng khám,2012.0,Nghệ An,Trung,01-30-2021,Referral,A
PH0711,Phòng khám,2020.0,Bình Định,Trung,2023-08-09,Hotline,B
PH0712,Nhà thuốc,2020.0,Quảng Ninh,Bắc,2024-08-17,Sales rep,A
PH0713,Quầy thuốc,2017.0,Long An,Nam,2021-02-12,Sales rep,B
PH0714,Phòng khám,1999.0,Hà Nội,Bắc,2021-06-30,Hotline,C
PH0715,Nhà thuốc,2005.0,Quảng Nam,Trung,03-14-2024,Web portal,A
PH0716,Bệnh viện,2001.0,Hải Dương,Bắc,2025-05-23,Hotline,
PH0717,Quầy thuốc,2015.0,,Nam,2023-07-03,Web portal,C
PH0718,Nhà thuốc,,Quảng Ninh,Bắc,2022-07-16,,C
PH0719,Quầy thuốc,2008.0,Khánh Hòa,Trung,2022-02-20,Sales rep,A
PH0720,Bệnh viện,2001.0,Bình Định,Trung,02/08/2023,Hotline,B
PH0721,Bệnh viện,1995.0,Bắc Ninh,Bắc,2021-05-23,Sales rep,C
PH0722,Quầy thuốc,2009.0,Quảng Ninh,Bắc,2021-12-12,Web portal,A
PH0723,Quầy thuốc,1998.0,Bà Rịa - Vũng Tàu,Nam,2023-11-29,Web portal,A
PH0724,Nhà thuốc,2003.0,An Giang,Nam,2025-05-02,Web portal,A
PH0725,Nhà thuốc,1800.0,Bình Định,Trung,2023-09-12,Web portal,
PH0726,Nhà thuốc,1996.0,Thừa Thiên Huế,Trung,23/01/2025,Hotline,A
PH0727,Nhà thuốc,2007.0,An Giang,Nam,2020-04-13,Sales rep,
PH0728,Khác,1999.0,Thái Nguyên,Bắc,2023-12-24,Hotline,A
PH0729,Quầy thuốc,2013.0,,Trung,2021-12-08,Web portal,B
PH0730,Phòng khám,1999.0,Quảng Ninh,Bắc,2025-02-26,Referral,B
PH0731,Quầy thuốc,2015.0,Quảng Nam,Trung,06/04/2021,Referral,B
PH0732,Nhà thuốc,1800.0,Nghệ An,Trung,2023-06-20,Sales rep,B
PH0733,Quầy thuốc,2010.0,Đắk Lắk,Trung,2020-09-30,Hotline,A
PH0734,Quầy thuốc,2022.0,Cần Thơ,Nam,2024-07-27,Web portal,C
PH0735,Quầy thuốc,2018.0,Thái Nguyên,Bắc,2022-05-27,Hotline,C
PH0736,Quầy thuốc,2003.0,Hải Phòng,Bắc,2024-02-11,Sales rep,B
PH0737,Quầy thuốc,2008.0,Quảng Nam,Trung,03-26-2020,Web portal,A
PH0738,Nhà thuốc,2013.0,,Nam,2024-09-29,Hotline,A
PH0739,Nhà thuốc,2006.0,Thái Nguyên,Bắc,2020-01-13,Web portal,B
PH0740,Quầy thuốc,2018.0,,Trung,07/10/2022,Web portal,B
PH0741,Phòng khám,2011.0,Long An,Nam,2022-06-24,Sales rep,C
PH0742,N/A,2005.0,Bà Rịa - Vũng Tàu,Nam,04-16-2020,Web portal,B
PH0743,Nhà thuốc,2013.0,Khánh Hòa,Trung,2020-11-01,Hotline,B
PH0744,Nhà thuốc,2012.0,Bà Rịa - Vũng Tàu,Nam,2024-09-03,Sales rep,C
PH0745,Bệnh viện,2014.0,Tiền Giang,Nam,2020-10-12,Web portal,C
PH0746,???,2003.0,Thanh Hóa,Trung,2023-10-07,,C
PH0747,Quầy thuốc,2005.0,Đắk Lắk,Trung,2021-07-06,Sales rep,B
PH0748,Nhà thuốc,2020.0,Hải Phòng,Bắc,2024-09-13,Hotline,B
PH0749,Nhà thuốc,2000.0,Bình Dương,Nam,10/12/2024,Sales rep,B
PH0750,Nhà thuốc,2018.0,Đắk Lắk,Trung,08/01/2022,Referral,C
PH0751,Nhà thuốc,2011.0,Thừa Thiên Huế,Trung,2023-08-15,,A
PH0752,Nhà thuốc,2006.0,Quảng Ninh,Bắc,11-27-2021,Sales rep,B
PH0753,Nhà thuốc,2022.0,Bắc Ninh,Bắc,2022-01-19,Hotline,B
PH0754,Nhà thuốc,,Hà Nội,Bắc,2020-09-25,Web portal,A
PH0755,Nhà thuốc,1900.0,Quảng Nam,Trung,2023-08-29,Referral,B
PH0756,Bệnh viện,2009.0,Thừa Thiên Huế,Trung,2023-07-10,,B
PH0757,Phòng khám,2019.0,Thái Nguyên,Bắc,02/11/2021,Web portal,C
PH0758,Phòng khám,1997.0,Thái Nguyên,Bắc,2020-01-08,Sales rep,B
PH0759,Quầy thuốc,2023.0,Hà Nội,Bắc,2024-03-05,Referral,B
PH0760,,2005.0,Quảng Nam,Trung,2024-10-21,Referral,C
PH0761,Phòng khám,2018.0,Quảng Nam,Trung,2022-12-29,Sales rep,C
PH0762,Nhà thuốc,2012.0,Thanh Hóa,Trung,2023-09-14,Sales rep,C
PH0763,Nhà thuốc,2003.0,Quảng Nam,Trung,2022-10-09,Web portal,C
PH0764,Nhà thuốc,2001.0,Hải Dương,Bắc,2025-03-31,Hotline,B
PH0765,Bệnh viện,2008.0,Nghệ An,Trung,2023-08-22,Hotline,A
PH0766,Phòng khám,2011.0,An Giang,Nam,2023-04-26,Hotline,
PH0767,Phòng khám,2023.0,Đồng Nai,Nam,06/02/2024,Hotline,B
PH0768,Nhà thuốc,2005.0,Bà Rịa - Vũng Tàu,Nam,09-24-2023,Referral,B
PH0769,Nhà thuốc,2003.0,Nam Định,Bắc,2022-11-06,Sales rep,B
PH0770,Nhà thuốc,2000.0,Đồng Nai,Nam,2020-01-26,Sales rep,A
PH0771,Quầy thuốc,1996.0,Bà Rịa - Vũng Tàu,Nam,2022-04-10,Hotline,C
PH0772,Nhà thuốc,2024.0,Đồng Nai,Nam,2025-05-09,,B
PH0773,Nhà thuốc,2007.0,Hà Nội,Bắc,2022-05-18,Web portal,B
PH0774,Phòng khám,2018.0,Quảng Ninh,Bắc,2023-08-15,Sales rep,B
PH0775,Nhà thuốc,2000.0,Cần Thơ,Nam,2024-06-07,Hotline,C
PH0776,Nhà thuốc,2007.0,Bình Dương,Nam,2022-10-15,Hotline,B
PH0777,Nhà thuốc,1900.0,Bình Định,Trung,2022-09-27,Referral,A
PH0778,Phòng khám,2020.0,Long An,Nam,2020-11-06,Referral,A
PH0779,Quầy thuốc,2024.0,Đắk Lắk,Trung,01-14-2024,Web portal,A
PH0780,Phòng khám,1995.0,Bắc Ninh,Bắc,10-18-2022,Sales rep,C
PH0781,Nhà thuốc,2002.0,Thanh Hóa,Trung,2025-05-07,Sales rep,A
PH0782,Nhà thuốc,2003.0,Thanh Hóa,Trung,2021-01-14,Web portal,A
PH0783,Nhà thuốc,2000.0,Quảng Nam,Trung,17/06/2021,Hotline,C
PH0784,Quầy thuốc,2011.0,Cần Thơ,Nam,16/01/2024,Sales rep,A
PH0785,Nhà thuốc,2020.0,Nam Định,Bắc,2021-04-23,Hotline,A
PH0786,Phòng khám,2010.0,Bình Dương,Nam,2023-02-20,Referral,C
PH0787,Quầy thuốc,1995.0,Thừa Thiên Huế,Trung,2022-09-02,Sales rep,C
PH0788,Nhà thuốc,2014.0,Hà Nội,Bắc,05-05-2020,Sales rep,B
PH0789,Phòng khám,2006.0,TP.HCM,Nam,2020-07-19,Referral,A
PH0790,Nhà thuốc,2009.0,Bình Dương,Nam,2024-10-22,Referral,C
PH0791,Quầy thuốc,2003.0,Bình Dương,Nam,2022-06-11,Referral,B
PH0792,N/A,2018.0,,Nam,07/05/2020,Referral,B
PH0793,Nhà thuốc,2011.0,Khánh Hòa,Trung,2021-09-19,Hotline,A
PH0794,Quầy thuốc,1998.0,Khánh Hòa,Trung,2025-01-12,Hotline,A
PH0795,Quầy thuốc,2022.0,TP.HCM,Nam,08-28-2022,Sales rep,C
PH0796,Bệnh viện,2019.0,Bắc Ninh,Bắc,2024-02-18,Web portal,B
PH0797,Quầy thuốc,,Thái Nguyên,Bắc,2021-12-23,Sales rep,A
PH0798,Khác,2021.0,Bình Định,Trung,2023-01-05,Referral,B
PH0799,Quầy thuốc,2012.0,Bắc Ninh,Bắc,2025-05-25,Sales rep,B
PH0800,Nhà thuốc,2021.0,Thừa Thiên Huế,Trung,2021-03-23,Web portal,C
