order_id,pharmacy_id,warehouse_id,order_date,payment_term,payment_method,discount_applied,order_status
O01779,PH0404,W024,2025-01-30,COD,Bitcoin,0.0,Completed
O01780,PH0404,W025,05/09/2025,Net60,Chuyển khoản,0.05,Completed
O01781,PH0404,W007,2025-04-04,Net30,Chuyển khoản,0.0,Completed
O01782,PH0404,W007,2025-12-13,Net30,Chuyển khoản,,Pending
O01783,PH0404,W011,2025-05-17,COD,Tiền mặt,0.0,Pending
O01784,PH0404,W001,2025-05-03,Net30,Chuyển khoản,0.0,Completed
O01785,PH0404,W020,2025-02-18,COD,Tiền mặt,0.0,Completed
O01786,PH0404,W012,2025-01-26,Net30,Thẻ,0.0,Completed
O01787,PH0405,W017,2025-07-02,COD,Tiền mặt,0.0,Cancelled
O01788,PH0406,W018,2025-03-22,COD,Tiền mặt,0.05,Completed
O01789,PH0406,W004,2025-05-11,Net30,Thẻ,0.0,Completed
O01790,PH0406,W006,2025-04-17,Net30,Thẻ,0.15,Completed
O01791,PH0406,W013,20/04/2025,Net30,Chuyển khoản,0.0,Completed
O01792,PH0407,W001,2022-03-16,,Tiền mặt,0.05,Returned
O01793,PH0407,W012,2024-02-05,Net60,Chuyển khoản,0.0,Completed
O01794,PH0407,W014,26/09/2022,COD,Tiền mặt,0.0,Completed
O01795,PH0407,W009,2023-09-26,COD,Tiền mặt,0.0,Completed
O01796,PH0407,W017,03/08/2023,,Tiền mặt,0.0,Completed
O01797,PH0407,W025,2023-07-10,Net30,Chuyển khoản,0.0,Completed
O01798,PH0407,W011,2024-05-28,Net60,Chuyển khoản,0.05,Completed
O01799,PH0408,W024,2025-07-07,Net30,Chuyển khoản,0.1,Completed
O01800,PH0408,W009,2025-11-12,Net30,Chuyển khoản,0.05,Completed
O01801,PH0408,W010,2025-10-02,COD,Tiền mặt,0.3,
O01802,PH0408,W018,08-01-2025,Net30,Thẻ,0.0,Completed
O01803,PH0408,W014,2025-09-13,Net30,Chuyển khoản,0.0,Completed
O01804,PH0408,W025,10-18-2025,Net30,Chuyển khoản,0.0,Completed
O01805,PH0409,W025,2025-03-23,Net30,Chuyển khoản,0.1,Completed
O01806,PH0409,W013,25/04/2025,COD,Tiền mặt,0.05,Completed
O01807,PH0409,W005,2025-06-27,Net60,Chuyển khoản,0.1,Completed
O01808,PH0410,W014,2025-11-19,COD,Tiền mặt,0.05,Completed
O01809,PH0410,W004,2025-06-11,COD,Tiền mặt,0.1,Completed
O01810,PH0410,W021,03/07/2022,Net30,Chuyển khoản,0.05,Completed
O01811,PH0410,W011,2025-01-14,Net60,Bitcoin,0.0,Pending
O01812,PH0410,W024,09-01-2024,COD,,0.0,Completed
O01813,PH0410,W024,2022-11-01,Net30,Chuyển khoản,0.0,Completed
O01814,PH0410,W024,2022-12-23,COD,Tiền mặt,0.0,Pending
O01815,PH0410,W010,2025-03-16,COD,Tiền mặt,0.15,Completed
O01816,PH0410,W011,2023-02-23,COD,Tiền mặt,0.1,
O01817,PH0411,W019,2025-07-25,Net60,Chuyển khoản,0.0,Completed
O01818,PH0411,W007,2022-08-31,COD,Tiền mặt,0.1,Completed
O01819,PH0411,W004,2025-10-19,Net60,Chuyển khoản,0.0,Completed
O01820,PH0411,W007,2025-12-07,,Chuyển khoản,0.0,Completed
O01821,PH0411,W009,2025-03-29,COD,,0.0,Completed
O01822,PH0413,W004,06-04-2024,,Chuyển khoản,0.0,Cancelled
O01823,PH0413,W012,2025-02-02,COD,Tiền mặt,0.05,Completed
O01824,PH0413,W002,2025-08-31,COD,Tiền mặt,0.05,Completed
O01825,PH0413,W003,2023-10-15,COD,Tiền mặt,0.0,Completed
O01826,PH0413,W006,05-11-2024,COD,Tiền mặt,0.1,Completed
O01827,PH0413,W007,2024-01-22,COD,Tiền mặt,,Completed
O01828,PH0413,W006,08-02-2023,Net30,Chuyển khoản,0.1,
O01829,PH0413,W003,2025-08-20,COD,Tiền mặt,0.05,Completed
O01830,PH0413,W015,2023-07-22,COD,Tiền mặt,,Completed
O01831,PH0413,W021,2024-05-31,Net30,Chuyển khoản,0.2,Completed
O01832,PH0414,W003,2023-12-02,COD,Tiền mặt,0.0,Completed
O01833,PH0414,W022,2021-05-02,COD,Tiền mặt,0.0,Completed
O01834,PH0414,W014,2023-03-24,Net30,Chuyển khoản,0.15,Completed
O01835,PH0414,W016,2025-10-27,COD,Tiền mặt,0.05,Completed
O01836,PH0414,W023,2023-06-26,COD,Tiền mặt,0.0,
O01837,PH0415,W010,2023-04-03,Net30,Chuyển khoản,0.05,Completed
O01838,PH0415,W024,2025-04-08,COD,Tiền mặt,0.0,Returned
O01839,PH0415,W004,2022-07-15,Net30,Chuyển khoản,0.05,
O01840,PH0415,W018,2022-07-09,COD,Tiền mặt,0.1,Completed
O01841,PH0415,W013,05-07-2021,Net30,Chuyển khoản,0.05,Completed
O01842,PH0415,W022,2022-08-23,COD,Tiền mặt,0.1,Completed
O01843,PH0415,W024,2021-10-23,Net30,Thẻ,0.0,Pending
O01844,PH0415,W020,2021-09-27,,Chuyển khoản,0.0,Completed
O01845,PH0415,W016,14/05/2022,COD,,0.15,Completed
O01846,PH0416,W022,2025-03-24,,Chuyển khoản,0.1,Completed
O01847,PH0417,W017,2023-03-07,COD,Tiền mặt,0.1,Completed
O01848,PH0417,W015,2024-09-16,Net30,Chuyển khoản,0.1,Completed
O01849,PH0417,W024,2024-06-06,COD,Tiền mặt,0.05,Completed
O01850,PH0417,W013,2025-08-17,COD,Tiền mặt,0.05,Completed
O01851,PH0417,W009,2024-12-16,COD,Tiền mặt,0.0,Completed
O01852,PH0417,W015,2024-01-20,COD,Tiền mặt,0.1,Completed
O01853,PH0417,W008,2025-11-03,COD,Tiền mặt,0.0,Cancelled
O01854,PH0419,W009,2025-09-06,Net30,Chuyển khoản,0.0,Completed
O01855,PH0420,W010,2024-11-07,Net30,Chuyển khoản,0.0,Pending
O01856,PH0420,W014,2022-12-27,COD,Tiền mặt,0.0,Completed
O01857,PH0420,W020,2023-07-27,COD,Tiền mặt,0.1,
O01858,PH0420,W022,2023-01-30,Net60,Chuyển khoản,0.0,Cancelled
O01859,PH0420,W016,2023-06-01,,Tiền mặt,0.0,Completed
O01860,PH0420,W005,27/04/2024,Net30,Thẻ,0.0,Completed
O01861,PH0420,W019,2023-02-25,Net30,Chuyển khoản,0.1,Completed
O01862,PH0420,W011,12-25-2025,Net30,Chuyển khoản,0.1,Completed
O01863,PH0420,W025,2023-02-03,COD,Tiền mặt,0.1,Completed
O01864,PH0421,W007,2025-11-18,COD,Tiền mặt,0.0,Pending
O01865,PH0421,W010,12/02/2025,COD,Tiền mặt,0.0,Cancelled
O01866,PH0421,W005,2025-08-29,Net30,Chuyển khoản,0.0,Completed
O01867,PH0421,W019,2024-07-04,COD,Tiền mặt,0.05,Completed
O01868,PH0421,W001,2025-05-22,Net30,,0.0,Completed
O01869,PH0421,W002,2024-12-31,COD,Tiền mặt,0.05,Completed
O01870,PH0422,W012,2025-06-19,COD,Tiền mặt,0.1,Completed
O01871,PH0422,W003,2024-10-22,Net30,Chuyển khoản,0.0,Pending
O01872,PH0422,W020,2025-04-08,Net30,Chuyển khoản,0.0,Pending
O01873,PH0422,W015,2025-05-25,Net30,Chuyển khoản,0.05,Completed
O01874,PH0422,W013,2025-11-21,Net30,Thẻ,0.2,Completed
O01875,PH0423,W020,2022-08-05,COD,Tiền mặt,0.0,Cancelled
O01876,PH0423,W019,2021-03-24,COD,Tiền mặt,0.1,Completed
O01877,PH0423,W004,2021-03-10,Net60,Chuyển khoản,0.15,
O01878,PH0423,W014,2024-04-08,Net30,Chuyển khoản,0.0,Completed
O01879,PH0423,W022,14/07/2025,Net30,Chuyển khoản,0.0,Pending
O01880,PH0423,W012,2023-04-21,Net30,Chuyển khoản,0.05,Completed
O01881,PH0423,W010,2022-12-03,Net30,,0.0,Completed
O01882,PH0423,W003,2023-04-26,COD,Tiền mặt,0.05,Completed
O01883,PH0423,W017,2023-06-19,Net30,Chuyển khoản,0.0,Cancelled
O01884,PH0423,W007,11-29-2021,Net30,Chuyển khoản,0.05,Completed
O01885,PH0423,W018,04-05-2022,COD,Tiền mặt,,Completed
O01886,PH0423,W013,2023-03-27,Net30,Thẻ,0.0,
O01887,PH0423,W018,06-30-2021,COD,Tiền mặt,0.05,Completed
O01888,PH0424,W018,2021-09-30,Net30,Chuyển khoản,0.05,Completed
O01889,PH0425,W024,2025-02-19,Net30,Thẻ,0.2,Completed
O01890,PH0425,W024,2025-09-10,Net30,Chuyển khoản,0.0,Completed
O01891,PH0425,W005,2025-09-03,Net60,Thẻ,0.0,Completed
O01892,PH0425,W008,2025-06-06,COD,Tiền mặt,0.1,Completed
O01893,PH0425,W010,2025-10-14,COD,Tiền mặt,0.0,Pending
O01894,PH0425,W004,2024-08-11,COD,Tiền mặt,0.05,Completed
O01895,PH0426,W004,2024-07-16,Net60,Chuyển khoản,0.0,Cancelled
O01896,PH0426,W006,2024-04-24,COD,Tiền mặt,0.0,Pending
O01897,PH0427,W014,17/02/2025,COD,Tiền mặt,0.15,Completed
O01898,PH0427,W005,2024-07-02,COD,Tiền mặt,0.1,Completed
O01899,PH0427,W021,2024-06-23,COD,Tiền mặt,0.0,Pending
O01900,PH0427,W023,2023-12-21,COD,Tiền mặt,0.1,Completed
O01901,PH0428,W025,2024-04-07,COD,Tiền mặt,0.1,Completed
O01902,PH0428,W015,2025-06-10,COD,Tiền mặt,0.05,Completed
O01903,PH0428,W024,2025-02-16,Net60,Chuyển khoản,0.0,Completed
O01904,PH0428,W001,2024-09-25,COD,Tiền mặt,,Completed
O01905,PH0428,W022,2025-07-14,COD,Tiền mặt,0.0,Completed
O01906,PH0428,W024,2025-11-15,Net60,Chuyển khoản,0.0,Pending
O01907,PH0428,W010,04-30-2025,,Tiền mặt,0.1,Completed
O01908,PH0428,W010,2025-01-25,Net30,Chuyển khoản,0.0,Completed
O01909,PH0429,W012,16/02/2023,Net30,Chuyển khoản,0.0,Returned
O01910,PH0429,W006,2023-10-26,COD,Tiền mặt,0.3,Completed
O01911,PH0429,W015,04/02/2024,Net30,Chuyển khoản,0.0,Completed
O01912,PH0429,W014,08/04/2023,Net30,Chuyển khoản,0.3,Completed
O01913,PH0429,W022,2025-06-20,Net60,Chuyển khoản,0.0,Completed
O01914,PH0430,W024,2025-12-06,COD,Tiền mặt,0.2,Completed
O01915,PH0430,W002,2025-09-06,Net60,Chuyển khoản,0.0,Completed
O01916,PH0430,W008,2025-08-15,COD,Tiền mặt,0.0,
O01917,PH0430,W010,2025-05-20,COD,Tiền mặt,0.2,Completed
O01918,PH0431,W013,2023-05-24,Net30,Chuyển khoản,0.1,Completed
O01919,PH0431,W018,2024-06-15,COD,Tiền mặt,0.15,Completed
O01920,PH0432,W017,2022-01-14,COD,Tiền mặt,0.1,Completed
O01921,PH0432,W010,2024-03-14,Net30,Chuyển khoản,0.1,Completed
O01922,PH0432,W008,2023-06-06,Net30,Chuyển khoản,0.05,Completed
O01923,PH0432,W016,2022-01-25,Net30,Chuyển khoản,0.15,Completed
O01924,PH0432,W014,2023-05-30,COD,Tiền mặt,0.0,Completed
O01925,PH0432,W004,2024-12-31,COD,Tiền mặt,0.0,Pending
O01926,PH0436,W023,2023-12-27,Net60,Chuyển khoản,0.05,Completed
O01927,PH0436,W017,2024-02-29,COD,Tiền mặt,0.1,Completed
O01928,PH0436,W025,2024-11-14,Net60,Chuyển khoản,0.0,Completed
O01929,PH0436,W022,2025-07-21,COD,,0.2,Completed
O01930,PH0437,W025,2025-05-15,Net30,Chuyển khoản,0.0,Completed
O01931,PH0438,W011,2025-05-13,Net30,Chuyển khoản,0.3,Completed
O01932,PH0438,W019,2024-10-23,COD,Tiền mặt,0.0,Completed
O01933,PH0438,W024,2025-08-27,COD,Tiền mặt,0.0,Pending
O01934,PH0439,W010,2025-04-21,Net60,Chuyển khoản,0.0,Completed
O01935,PH0439,W009,2025-08-22,COD,Tiền mặt,0.0,Completed
O01936,PH0441,W019,2025-10-23,Net60,Thẻ,0.1,Completed
O01937,PH0441,W021,2024-06-18,Net60,Chuyển khoản,0.3,
O01938,PH0441,W019,2024-10-17,Net30,Chuyển khoản,0.1,Completed
O01939,PH0441,W012,01-31-2025,Net30,Thẻ,0.0,Completed
O01940,PH0442,W011,2022-06-14,Net30,Chuyển khoản,0.05,
O01941,PH0442,W016,2023-09-11,Net30,Thẻ,0.0,Pending
O01942,PH0442,W011,2022-12-28,,Chuyển khoản,0.1,Completed
O01943,PH0442,W007,2024-04-19,Net30,Thẻ,0.0,Completed
O01944,PH0442,W018,25/05/2025,Net30,Chuyển khoản,0.1,Completed
O01945,PH0442,W016,2021-07-13,COD,Tiền mặt,0.15,Completed
O01946,PH0442,W001,2024-05-18,COD,Tiền mặt,0.0,Completed
O01947,PH0442,W017,2025-06-24,COD,Tiền mặt,0.0,Cancelled
O01948,PH0442,W005,2025-07-22,COD,Tiền mặt,0.0,Completed
O01949,PH0442,W022,03/08/2021,Net30,Chuyển khoản,,Returned
O01950,PH0442,W024,2024-12-26,Net30,Chuyển khoản,0.05,Completed
O01951,PH0442,W012,03-07-2022,COD,Tiền mặt,0.15,Completed
O01952,PH0442,W004,11-27-2023,COD,Tiền mặt,0.0,Completed
O01953,PH0442,W012,2021-11-03,Net30,Thẻ,0.0,Cancelled
O01954,PH0442,W023,20/08/2022,COD,Tiền mặt,0.0,Pending
O01955,PH0442,W024,2022-02-18,COD,Tiền mặt,0.15,Completed
O01956,PH0444,W004,2024-11-26,COD,Tiền mặt,0.0,Pending
O01957,PH0445,W013,2025-05-16,COD,Tiền mặt,0.0,Completed
O01958,PH0445,W011,11/10/2025,Net30,Chuyển khoản,0.1,Completed
O01959,PH0445,W024,2025-12-21,COD,Tiền mặt,0.2,Completed
O01960,PH0445,W003,2025-12-26,COD,Tiền mặt,0.0,
O01961,PH0445,W009,28/12/2025,COD,Tiền mặt,0.0,Completed
O01962,PH0445,W015,2025-11-06,Net30,Thẻ,0.0,Completed
O01963,PH0446,W024,2025-03-01,,Chuyển khoản,0.0,Completed
O01964,PH0447,W008,2025-06-12,COD,Tiền mặt,0.0,Completed
O01965,PH0447,W015,2025-07-24,Net60,Chuyển khoản,0.15,Completed
O01966,PH0448,W025,2025-07-11,Net60,Chuyển khoản,0.05,Completed
O01967,PH0448,W004,2024-04-25,COD,Tiền mặt,0.1,Completed
O01968,PH0449,W017,2025-09-12,Net30,Thẻ,0.2,Completed
O01969,PH0449,W020,2024-03-02,Net60,Chuyển khoản,0.0,Cancelled
O01970,PH0449,W005,11-02-2024,Net30,Thẻ,0.15,Completed
O01971,PH0450,W018,2024-06-03,Net60,Chuyển khoản,0.0,Cancelled
O01972,PH0450,W019,2023-12-13,Net30,Chuyển khoản,0.05,Completed
O01973,PH0451,W007,2025-02-18,COD,Tiền mặt,0.0,Completed
O01974,PH0451,W014,2025-02-19,COD,Tiền mặt,0.0,Completed
O01975,PH0451,W008,2025-04-26,COD,Tiền mặt,0.0,Pending
O01976,PH0451,W024,08-09-2025,COD,Tiền mặt,0.1,Completed
O01977,PH0451,W020,2025-07-30,Net30,Chuyển khoản,0.15,Completed
O01978,PH0451,W004,2025-06-03,COD,Tiền mặt,0.0,Completed
O01979,PH0451,W011,10-10-2025,Net60,Chuyển khoản,0.05,Completed
O01980,PH0451,W015,02-24-2025,Net30,Chuyển khoản,0.0,Completed
O01981,PH0452,W007,2024-04-13,Net30,Chuyển khoản,0.0,Cancelled
O01982,PH0452,W025,2024-09-24,COD,Tiền mặt,0.05,Completed
O01983,PH0453,W007,2025-10-15,COD,Tiền mặt,0.0,Completed
O01984,PH0453,W019,2024-09-15,COD,Tiền mặt,,Completed
O01985,PH0453,W006,2023-06-09,COD,Tiền mặt,0.05,Completed
O01986,PH0453,W010,2023-09-11,Net30,Chuyển khoản,,Completed
O01987,PH0454,W011,2025-07-06,COD,Tiền mặt,0.0,Completed
O01988,PH0454,W014,2025-11-26,Net60,Chuyển khoản,0.0,Completed
O01989,PH0454,W025,2025-12-26,Net30,Chuyển khoản,0.0,Completed
O01990,PH0454,W009,2025-12-28,COD,Tiền mặt,0.05,Completed
O01991,PH0454,W002,2025-10-02,COD,Tiền mặt,0.0,Cancelled
O01992,PH0454,W015,2025-11-11,Net30,Thẻ,0.0,Completed
O01993,PH0454,W004,06/12/2025,COD,Tiền mặt,0.0,
O01994,PH0454,W007,2025-07-22,COD,Tiền mặt,,Completed
O01995,PH0455,W009,2025-01-29,Net60,Chuyển khoản,0.0,Completed
O01996,PH0455,W006,08-12-2025,Net30,Chuyển khoản,0.05,Completed
O01997,PH0455,W006,2025-02-15,COD,Tiền mặt,0.05,Completed
O01998,PH0455,W019,2025-02-03,COD,Tiền mặt,0.2,Completed
O01999,PH0457,W004,2024-06-06,Net30,Thẻ,0.2,Completed
O02000,PH0457,W015,03/02/2025,COD,Tiền mặt,0.0,Completed
O02001,PH0457,W009,2025-11-09,COD,Tiền mặt,,Completed
O02002,PH0457,W023,20/01/2025,Net30,Thẻ,0.1,Completed
O02003,PH0457,W012,2024-10-01,COD,Tiền mặt,0.3,Completed
O02004,PH0457,W017,2025-05-28,COD,Tiền mặt,0.05,Returned
O02005,PH0457,W023,2025-07-31,COD,,0.3,
O02006,PH0457,W011,05-09-2024,COD,Tiền mặt,0.3,Completed
O02007,PH0457,W006,2024-03-01,Net30,Chuyển khoản,0.1,Completed
O02008,PH0457,W009,2024-12-14,COD,Bitcoin,0.05,Completed
O02009,PH0457,W004,2024-01-06,Net60,Chuyển khoản,0.15,Completed
O02010,PH0457,W009,2024-03-10,,Chuyển khoản,0.0,Completed
O02011,PH0457,W021,2024-09-04,Net60,Chuyển khoản,0.0,Completed
O02012,PH0457,W012,2024-09-09,Net30,Chuyển khoản,0.15,Completed
O02013,PH0458,W025,05/07/2025,COD,Tiền mặt,0.0,Completed
O02014,PH0458,W017,2025-05-31,COD,Tiền mặt,0.1,Completed
O02015,PH0459,W018,2025-05-17,COD,Tiền mặt,,Pending
O02016,PH0459,W022,2024-08-26,COD,,0.1,Completed
O02017,PH0459,W009,2025-04-27,Net60,Chuyển khoản,,Completed
O02018,PH0459,W003,2024-08-07,Net30,Bitcoin,0.15,Completed
O02019,PH0459,W024,2025-05-11,Net30,Thẻ,0.15,Completed
O02020,PH0459,W020,2025-09-29,COD,Tiền mặt,,Completed
O02021,PH0459,W020,2025-09-25,COD,Tiền mặt,0.0,Completed
O02022,PH0460,W016,2025-05-03,COD,Tiền mặt,,Completed
O02023,PH0460,W009,2025-04-26,Net30,,0.15,Returned
O02024,PH0460,W010,2025-09-22,COD,Tiền mặt,0.0,Completed
O02025,PH0461,W001,2023-02-21,COD,Tiền mặt,0.0,Completed
O02026,PH0461,W014,2024-07-29,COD,Tiền mặt,0.1,Completed
O02027,PH0461,W024,2022-10-24,COD,Tiền mặt,0.2,Completed
O02028,PH0461,W005,2021-08-12,COD,Tiền mặt,0.05,Completed
O02029,PH0462,W017,19/09/2020,COD,Tiền mặt,0.0,Pending
O02030,PH0462,W009,2024-04-22,COD,Tiền mặt,0.0,
O02031,PH0462,W009,2023-11-28,COD,Tiền mặt,0.0,Completed
O02032,PH0464,W005,2025-02-28,COD,Tiền mặt,0.0,Completed
O02033,PH0465,W009,09-02-2023,COD,Tiền mặt,0.15,Completed
O02034,PH0465,W023,19/01/2025,Net30,Thẻ,0.0,Completed
O02035,PH0465,W006,2024-10-31,Net30,Chuyển khoản,0.0,Completed
O02036,PH0465,W010,2023-07-14,COD,Tiền mặt,0.0,Cancelled
O02037,PH0465,W025,2025-12-18,COD,Tiền mặt,0.0,Completed
O02038,PH0465,W010,2025-04-17,COD,Tiền mặt,0.05,Completed
O02039,PH0465,W005,2024-05-28,COD,Tiền mặt,0.0,Cancelled
O02040,PH0465,W008,2023-11-21,Net30,Thẻ,0.05,Completed
O02041,PH0466,W011,2024-11-12,Net30,Chuyển khoản,0.15,Completed
O02042,PH0466,W008,2025-11-25,COD,Tiền mặt,0.0,Returned
O02043,PH0466,W005,2025-01-31,COD,Tiền mặt,0.0,Completed
O02044,PH0466,W005,2025-12-03,Net30,Chuyển khoản,0.0,Completed
O02045,PH0466,W015,2024-02-19,COD,Tiền mặt,0.1,Completed
O02046,PH0466,W003,2025-08-11,COD,Tiền mặt,0.0,Completed
O02047,PH0466,W007,2025-06-19,COD,Tiền mặt,0.15,Completed
O02048,PH0466,W012,2025-02-21,COD,Tiền mặt,0.05,Completed
O02049,PH0466,W019,11-29-2025,Net30,Chuyển khoản,0.1,Completed
O02050,PH0466,W008,2024-12-14,COD,Tiền mặt,0.05,Completed
O02051,PH0466,W003,27/04/2024,Net30,Chuyển khoản,0.0,Cancelled
O02052,PH0466,W009,2024-06-24,Net30,Chuyển khoản,0.0,Returned
O02053,PH0466,W011,2025-03-24,Net60,Chuyển khoản,,Completed
O02054,PH0466,W012,2025-07-25,COD,Tiền mặt,0.1,Completed
O02055,PH0466,W013,25/11/2024,COD,Tiền mặt,0.05,Completed
O02056,PH0466,W017,2024-01-20,COD,,0.0,Pending
O02057,PH0466,W016,2024-09-04,Net60,Thẻ,0.0,Cancelled
O02058,PH0466,W003,2023-12-24,COD,Tiền mặt,,Completed
O02059,PH0466,W006,2024-10-22,COD,Tiền mặt,0.1,Completed
O02060,PH0466,W016,2025-11-17,COD,Tiền mặt,0.0,Completed
O02061,PH0466,W003,2024-05-03,COD,Tiền mặt,,Completed
O02062,PH0466,W001,2024-01-21,COD,Tiền mặt,0.05,Returned
O02063,PH0466,W012,2025-10-17,COD,Tiền mặt,0.15,Completed
O02064,PH0466,W013,2024-06-08,COD,Tiền mặt,0.1,Completed
O02065,PH0466,W003,2025-03-24,Net60,Thẻ,,Completed
O02066,PH0466,W007,2024-03-18,COD,Tiền mặt,0.1,Completed
O02067,PH0466,W010,2025-02-07,COD,Tiền mặt,0.15,Completed
O02068,PH0466,W014,2023-12-12,Net30,Chuyển khoản,0.2,Completed
O02069,PH0466,W002,2024-12-25,COD,Tiền mặt,0.0,Pending
O02070,PH0466,W018,2024-05-17,COD,Tiền mặt,0.1,Completed
O02071,PH0466,W002,2025-10-01,Net60,Chuyển khoản,0.0,Completed
O02072,PH0466,W022,2024-06-27,COD,Tiền mặt,0.0,Completed
O02073,PH0466,W004,2023-12-02,COD,Tiền mặt,0.0,Returned
O02074,PH0466,W017,2024-09-04,COD,Tiền mặt,,
O02075,PH0466,W010,2025-01-28,Net60,Bitcoin,0.05,Completed
O02076,PH0466,W022,2025-01-14,COD,Tiền mặt,0.0,Cancelled
O02077,PH0467,W019,2024-12-02,COD,Tiền mặt,0.0,Completed
O02078,PH0467,W002,2024-03-20,COD,Tiền mặt,0.15,Completed
O02079,PH0468,W015,2025-01-27,COD,Tiền mặt,0.0,Completed
O02080,PH0468,W012,2025-09-06,Net60,Chuyển khoản,0.1,Completed
O02081,PH0468,W023,2025-06-09,COD,Tiền mặt,0.0,Returned
O02082,PH0468,W013,24/06/2025,COD,Tiền mặt,0.05,Completed
O02083,PH0468,W015,2025-01-09,,Tiền mặt,0.2,Completed
O02084,PH0468,W013,09/06/2025,Net30,Bitcoin,0.05,Completed
O02085,PH0468,W018,2025-03-24,COD,Tiền mặt,0.0,Completed
O02086,PH0468,W019,2025-09-24,Net30,Chuyển khoản,0.15,Completed
O02087,PH0468,W005,2025-10-08,COD,Tiền mặt,0.0,Completed
O02088,PH0468,W011,2024-11-04,Net60,Thẻ,0.0,Completed
O02089,PH0468,W006,09/03/2025,COD,,0.0,Cancelled
O02090,PH0468,W004,2025-02-19,,Tiền mặt,0.05,Completed
O02091,PH0468,W006,2025-09-24,Net30,Thẻ,0.15,Completed
O02092,PH0468,W025,03-24-2025,Net30,Thẻ,0.0,Completed
O02093,PH0469,W011,2023-06-01,Net60,Chuyển khoản,0.15,Completed
O02094,PH0469,W017,2023-10-19,,Tiền mặt,0.0,Completed
O02095,PH0469,W019,07-29-2023,COD,Tiền mặt,0.0,Completed
O02096,PH0469,W014,2025-06-03,COD,Tiền mặt,0.0,Completed
O02097,PH0470,W013,2024-06-29,Net30,Chuyển khoản,0.0,Completed
O02098,PH0470,W019,2021-03-17,COD,Tiền mặt,0.0,Completed
O02099,PH0470,W012,2023-07-29,COD,Tiền mặt,0.0,Completed
O02100,PH0470,W019,2024-05-14,Net30,Chuyển khoản,0.2,Completed
O02101,PH0470,W020,2023-06-23,Net30,Chuyển khoản,0.1,Completed
O02102,PH0470,W014,2023-05-18,COD,Tiền mặt,0.15,Completed
O02103,PH0470,W006,2023-01-30,COD,Tiền mặt,0.0,Completed
O02104,PH0470,W015,12-18-2020,COD,Tiền mặt,0.05,Completed
O02105,PH0470,W017,2022-08-02,Net30,Chuyển khoản,0.0,Completed
O02106,PH0470,W014,2024-12-17,,Chuyển khoản,0.1,Completed
O02107,PH0470,W018,2021-10-27,COD,Tiền mặt,0.2,
O02108,PH0470,W007,2023-02-05,COD,Tiền mặt,0.15,Completed
O02109,PH0470,W022,2021-04-17,Net60,Chuyển khoản,0.1,Completed
O02110,PH0472,W017,2025-11-20,COD,Tiền mặt,0.1,Completed
O02111,PH0472,W007,2021-10-21,Net30,Thẻ,0.0,Completed
O02112,PH0472,W005,2023-12-02,Net60,Chuyển khoản,0.15,
O02113,PH0472,W007,2025-08-14,COD,Tiền mặt,0.05,Completed
O02114,PH0472,W008,2025-05-12,COD,Tiền mặt,0.2,Completed
O02115,PH0472,W017,2021-09-20,Net30,Thẻ,0.0,Pending
O02116,PH0472,W015,2021-11-29,COD,Bitcoin,,Completed
O02117,PH0472,W019,2025-08-09,Net60,Chuyển khoản,0.0,Completed
O02118,PH0472,W007,2024-04-28,Net30,Chuyển khoản,0.0,Pending
O02119,PH0472,W011,2024-03-28,COD,Tiền mặt,0.1,Completed
O02120,PH0473,W020,2025-09-09,Net30,Chuyển khoản,0.0,Cancelled
O02121,PH0473,W017,12/09/2023,COD,Tiền mặt,0.0,Completed
O02122,PH0473,W002,2025-08-22,COD,,0.0,Completed
O02123,PH0474,W009,2023-10-23,Net30,,0.05,Completed
O02124,PH0474,W020,2024-07-19,COD,Tiền mặt,0.0,Pending
O02125,PH0474,W003,2024-12-28,COD,Tiền mặt,0.0,Completed
O02126,PH0474,W007,2025-03-14,COD,Tiền mặt,0.2,Completed
O02127,PH0474,W015,2024-07-23,COD,Tiền mặt,0.05,Completed
O02128,PH0474,W008,2023-11-21,Net30,Thẻ,0.0,Completed
O02129,PH0474,W016,14/05/2025,Net30,Chuyển khoản,0.15,Completed
O02130,PH0474,W016,2023-12-30,Net30,Chuyển khoản,0.0,Completed
O02131,PH0474,W009,2024-05-07,COD,Tiền mặt,0.15,Completed
O02132,PH0474,W022,2025-04-16,COD,Tiền mặt,0.0,
O02133,PH0474,W011,2025-04-23,Net60,Chuyển khoản,0.0,Completed
O02134,PH0475,W002,2025-10-10,COD,Tiền mặt,0.15,Completed
O02135,PH0475,W011,2025-09-24,Net30,Chuyển khoản,0.1,Completed
O02136,PH0475,W015,2025-12-16,COD,Tiền mặt,0.1,Completed
O02137,PH0475,W021,24/11/2025,Net30,,0.0,Completed
O02138,PH0476,W014,2025-04-25,COD,Tiền mặt,0.1,Completed
O02139,PH0477,W003,2021-12-21,Net30,Chuyển khoản,0.05,Completed
O02140,PH0477,W005,2022-08-24,COD,Tiền mặt,0.0,Cancelled
O02141,PH0477,W005,2021-01-26,Net60,Chuyển khoản,0.0,Cancelled
O02142,PH0477,W025,09/04/2023,Net30,Chuyển khoản,0.05,Completed
O02143,PH0477,W015,2025-07-14,,Tiền mặt,0.2,Completed
O02144,PH0477,W015,2024-01-24,Net30,Chuyển khoản,,Completed
O02145,PH0478,W019,2024-12-04,Net30,Thẻ,0.05,Completed
