engagement_id,pharmacy_id,contact_date,channel,engagement_type,is_responded,is_ordered,offer_value
E00740,PH0115,2025-01-10,Sales rep,Thăm trình dược,0,0,0.0
E00741,PH0468,2025-08-20,Call,Hàng mới,1,1,0.0
E00742,PH0119,2024-06-03,Pigeon,Hàng mới,1,0,0.0
E00743,PH0077,2022-04-10,Zalo,Thăm trình dược,TRUE,0,0.0
E00744,PH0591,2024-11-09,Zalo,Thăm trình dược,0,0,
E00745,PH0368,2023-03-04,Call,Khuyến mãi,1,1,0.0
E00746,PH0644,2024-11-22,Email,Hàng mới,0,0,1569000.0
E00747,PH0730,2025-12-08,Zalo,Thăm trình dược,0,0,0.0
E00748,PH0054,2024-07-16,Email,Thăm trình dược,0,0,318000.0
E00749,PH0035,2025-04-20,,Hàng mới,1,0,1559000.0
E00750,PH0430,2025-09-05,Zalo,Nhắc đặt lại,0,0,0.0
E00751,PH0389,04-04-2025,Call,Nhắc đặt lại,1,1,
E00752,PH0026,2025-02-02,Sales rep,Thăm trình dược,1,0,818000.0
E00753,PH0523,2022-05-11,Call,Khuyến mãi,1,0,1109000.0
E00754,PH0697,05/09/2025,Call,Khuyến mãi,1,0,1109000.0
E00755,PH0497,2024-09-12,Zalo,Nhắc đặt lại,1,0,782000.0
E00756,PH0121,2025-04-16,Call,,1,0,1325000.0
E00757,PH0188,2025-09-12,Call,Nhắc đặt lại,0,0,423000.0
E00758,PH0118,2025-08-09,Pigeon,Khuyến mãi,0,0,1782000.0
E00759,PH0589,2024-01-03,Sales rep,Thăm trình dược,1,0,0.0
E00760,PH0024,2025-05-13,Sales rep,Thăm trình dược,1,1,875000.0
E00761,PH0299,2021-10-13,Email,Thăm trình dược,Yes,1,0.0
E00762,PH0260,2024-04-29,Call,Nhắc đặt lại,1,0,0.0
E00763,PH0569,12/08/2025,Zalo,Khuyến mãi,0,0,0.0
E00764,PH0361,2025-06-08,Sales rep,Thăm trình dược,1,1,1958000.0
E00765,PH0544,2024-08-11,Sales rep,Nhắc đặt lại,0,0,1588000.0
E00766,PH0361,30/06/2024,Zalo,Khuyến mãi,0,0,1740000.0
E00767,PH0012,09-28-2024,Email,Thăm trình dược,1,0,475000.0
E00768,PH0031,2025-12-26,Sales rep,Nhắc đặt lại,0,0,1325000.0
E00769,PH0416,2025-01-11,Zalo,Nhắc đặt lại,Yes,0,340000.0
E00770,PH0013,11-10-2024,Call,Khuyến mãi,0,0,0.0
E00771,PH0772,06/07/2025,Email,Nhắc đặt lại,0,0,537000.0
E00772,PH0329,04/12/2025,Sales rep,Khuyến mãi,1,1,
E00773,PH0658,2025-02-11,Sales rep,Nhắc đặt lại,1,0,0.0
E00774,PH0746,2024-06-08,Email,Nhắc đặt lại,1,0,1722000.0
E00775,PH0282,2024-02-13,Zalo,Hàng mới,1,0,0.0
E00776,PH0700,2025-01-31,Sales rep,Khuyến mãi,1,0,0.0
E00777,PH0465,2024-11-05,Sales rep,,0,0,916000.0
E00778,PH0135,2025-01-17,Sales rep,Nhắc đặt lại,0,0,
E00779,PH0363,2025-03-24,Call,Khuyến mãi,1,0,1283000.0
E00780,PH0671,03/09/2025,Sales rep,Thăm trình dược,1,0,748000.0
E00781,PH0628,2024-01-07,Sales rep,Hàng mới,1,0,0.0
E00782,PH0547,2024-10-04,,Nhắc đặt lại,1,0,1918000.0
E00783,PH0419,2023-01-02,Sales rep,Hàng mới,0,0,613000.0
E00784,PH0190,2024-06-22,Sales rep,Thăm trình dược,0,0,0.0
E00785,PH0674,2020-12-20,Sales rep,Hàng mới,1,0,341000.0
E00786,PH0513,2023-05-09,Sales rep,Thăm trình dược,1,1,82000.0
E00787,PH0075,2025-09-18,Email,Thăm trình dược,Yes,0,895000.0
E00788,PH0005,2021-08-04,Zalo,Thăm trình dược,1,1,0.0
E00789,PH0312,2025-08-11,Sales rep,Khuyến mãi,1,0,0.0
E00790,PH0462,19/06/2020,,Hàng mới,0,0,352000.0
E00791,PH0770,2022-04-23,Email,Khuyến mãi,0,1,0.0
E00792,PH0644,2023-09-03,Email,Nhắc đặt lại,0,0,0.0
E00793,PH0482,2024-05-04,Email,Hàng mới,0,0,285000.0
E00794,PH0117,2025-12-24,Call,Thăm trình dược,1,0,1619000.0
E00795,PH0124,2025-04-28,Email,Hàng mới,0,0,1401000.0
E00796,PH0348,2024-02-09,Sales rep,Hàng mới,1,0,57000.0
E00797,PH0334,22/05/2025,Sales rep,Khuyến mãi,1,1,0.0
E00798,PH0740,2023-04-15,Zalo,Khuyến mãi,1,1,0.0
E00799,PH0033,2023-11-13,Sales rep,Thăm trình dược,0,1,1165000.0
E00800,PH0445,2025-08-23,Email,Hàng mới,1,0,0.0
E00801,PH0170,2024-03-20,Email,Nhắc đặt lại,0,0,1446000.0
E00802,PH0380,2025-04-26,Sales rep,Thăm trình dược,0,0,605000.0
E00803,PH0404,2025-11-02,Sales rep,Thăm trình dược,1,0,0.0
E00804,PH0525,2025-05-02,Sales rep,Nhắc đặt lại,1,1,654000.0
E00805,PH0437,2021-04-21,Zalo,Hàng mới,1,0,429000.0
E00806,PH0660,2020-05-06,Zalo,Nhắc đặt lại,1,1,1559000.0
E00807,PH0486,2024-11-15,Zalo,Thăm trình dược,1,0,1074000.0
E00808,PH0773,2024-08-06,Sales rep,,1,1,793000.0
E00809,PH0367,2025-06-04,Zalo,Khuyến mãi,1,1,845000.0
E00810,PH0457,2024-10-07,Sales rep,Thăm trình dược,1,0,1206000.0
E00811,PH0756,22/01/2025,Zalo,Khuyến mãi,1,1,1689000.0
E00812,PH0296,2025-01-02,Email,Khuyến mãi,TRUE,0,1023000.0
E00813,PH0257,2025-10-25,Call,Hàng mới,1,0,727000.0
E00814,PH0684,27/09/2025,Call,Nhắc đặt lại,0,1,879000.0
E00815,PH0413,2024-04-09,Call,Nhắc đặt lại,1,0,353000.0
E00816,PH0499,2022-07-16,Sales rep,Hàng mới,0,0,525000.0
E00817,PH0649,2025-02-24,Call,Nhắc đặt lại,1,1,0.0
E00818,PH0168,2025-05-06,Sales rep,Thăm trình dược,0,0,511000.0
E00819,PH0527,2022-08-20,Zalo,Hàng mới,1,0,0.0
E00820,PH0556,2024-10-23,Sales rep,Nhắc đặt lại,1,0,638000.0
E00821,PH0006,2022-08-08,Sales rep,Hàng mới,1,0,0.0
E00822,PH0334,2024-06-20,Email,Nhắc đặt lại,0,0,0.0
E00823,PH0027,07/11/2025,,,1,0,
E00824,PH0708,2024-10-13,Sales rep,Nhắc đặt lại,0,0,0.0
E00825,PH0095,2025-06-24,Email,Thăm trình dược,0,0,0.0
E00826,PH0130,2022-10-12,Zalo,Hàng mới,0,0,1546000.0
E00827,PH0420,2024-07-04,Call,Hàng mới,Yes,0,1706000.0
E00828,PH0145,2025-06-19,Email,Khuyến mãi,1,1,1727000.0
E00829,PH0463,2025-04-06,Zalo,Thăm trình dược,0,0,80000.0
E00830,PH0657,2025-07-14,Email,Thăm trình dược,1,0,694000.0
E00831,PH0577,2025-11-28,Zalo,Thăm trình dược,1,0,1013000.0
E00832,PH0305,2025-12-24,Sales rep,Nhắc đặt lại,1,0,
E00833,PH0366,2024-05-20,Email,Nhắc đặt lại,0,0,
E00834,PH0759,2025-01-16,Sales rep,Hàng mới,0,1,0.0
E00835,PH0184,2024-12-30,Pigeon,Thăm trình dược,0,0,918000.0
E00836,PH0569,2025-09-19,Call,Thăm trình dược,0,0,0.0
E00837,PH0421,09-29-2024,Email,Hàng mới,1,0,670000.0
E00838,PH0557,06/05/2022,Zalo,Nhắc đặt lại,1,0,1137000.0
E00839,PH0614,2024-03-08,Call,Khuyến mãi,0,0,1105000.0
E00840,PH0718,2025-01-22,Call,Nhắc đặt lại,0,0,1712000.0
E00841,PH0649,2025-11-04,Sales rep,Khuyến mãi,1,0,0.0
E00842,PH0526,2025-03-15,Zalo,Thăm trình dược,0,0,846000.0
E00843,PH0746,2025-11-04,Email,Khuyến mãi,1,0,0.0
E00844,PH0151,16/04/2024,,Khuyến mãi,0,0,0.0
E00845,PH0348,2025-12-26,Zalo,Thăm trình dược,0,0,0.0
E00846,PH0033,07-31-2022,Call,Thăm trình dược,1,0,0.0
E00847,PH0555,2025-07-02,Zalo,Khuyến mãi,1,0,0.0
E00848,PH0645,09-10-2024,Sales rep,Hàng mới,0,0,1432000.0
E00849,PH0701,2024-02-07,Email,Khuyến mãi,1,0,474000.0
E00850,PH0725,2024-05-27,Email,Thăm trình dược,1,1,556000.0
E00851,PH0421,2024-08-03,Zalo,Khuyến mãi,1,0,318000.0
E00852,PH0118,2021-11-20,Zalo,Thăm trình dược,1,1,0.0
E00853,PH0224,2025-06-26,Call,Nhắc đặt lại,0,0,340000.0
E00854,PH0250,2023-09-26,Sales rep,Khuyến mãi,1,0,0.0
E00855,PH0374,2022-08-23,Email,Khuyến mãi,1,1,1249000.0
E00856,PH0451,2025-03-18,Call,Hàng mới,0,0,0.0
E00857,PH0330,2025-02-05,Email,Nhắc đặt lại,0,0,0.0
E00858,PH0667,2022-08-10,Zalo,Hàng mới,1,1,0.0
E00859,PH0205,2025-01-01,Sales rep,Khuyến mãi,0,0,970000.0
E00860,PH0716,2025-12-13,Zalo,Thăm trình dược,TRUE,0,612000.0
E00861,PH0410,2025-01-04,Call,Hàng mới,1,1,459000.0
E00862,PH0376,2025-09-07,Zalo,Thăm trình dược,1,0,627000.0
E00863,PH0389,03/03/2024,Call,Khuyến mãi,Yes,1,0.0
E00864,PH0169,2025-08-13,Zalo,Thăm trình dược,0,0,717000.0
E00865,PH0487,2025-03-10,Call,Thăm trình dược,0,0,121000.0
E00866,PH0362,02-23-2021,Zalo,Khuyến mãi,1,0,0.0
E00867,PH0292,2024-11-05,Zalo,Nhắc đặt lại,0,0,784000.0
E00868,PH0669,2025-01-24,Call,Thăm trình dược,1,0,0.0
E00869,PH0148,2025-08-09,Pigeon,Nhắc đặt lại,1,1,1021000.0
E00870,PH0569,2025-07-10,Call,Nhắc đặt lại,1,1,461000.0
E00871,PH0299,2024-06-04,Sales rep,Thăm trình dược,1,1,1005000.0
E00872,PH0654,2025-02-23,Email,Nhắc đặt lại,0,0,259000.0
E00873,PH0470,2024-04-11,Sales rep,Khuyến mãi,0,0,387000.0
E00874,PH0645,2025-10-01,Email,Thăm trình dược,1,1,0.0
E00875,PH0579,2025-12-04,Call,Thăm trình dược,0,0,496000.0
E00876,PH0582,2024-09-23,Zalo,Khuyến mãi,0,0,1266000.0
E00877,PH0483,08-12-2022,Zalo,Nhắc đặt lại,1,0,260000.0
E00878,PH0526,2023-07-30,Email,Khuyến mãi,1,0,0.0
E00879,PH0567,2025-10-30,Email,Nhắc đặt lại,0,1,823000.0
E00880,PH0098,2025-08-28,Sales rep,Thăm trình dược,1,0,
E00881,PH0320,2025-06-19,Zalo,Thăm trình dược,1,0,1859000.0
E00882,PH0022,2024-03-09,Call,Nhắc đặt lại,1,1,1447000.0
E00883,PH0271,08-11-2025,Email,Hàng mới,0,0,0.0
E00884,PH0080,2023-06-30,Email,Thăm trình dược,0,0,1524000.0
E00885,PH0374,2024-10-18,Call,Khuyến mãi,1,1,392000.0
E00886,PH0575,07-29-2025,Zalo,Khuyến mãi,1,1,0.0
E00887,PH0159,2025-04-16,Sales rep,Khuyến mãi,1,0,0.0
E00888,PH0525,2021-02-02,Email,Thăm trình dược,0,0,0.0
E00889,PH0371,2025-08-27,Zalo,Thăm trình dược,1,0,548000.0
E00890,PH0374,2024-11-11,Call,Hàng mới,1,1,1316000.0
E00891,PH0777,2023-07-29,Pigeon,,1,0,899000.0
E00892,PH0622,2025-09-02,Call,Khuyến mãi,1,0,0.0
E00893,PH0489,2021-05-20,Sales rep,Thăm trình dược,TRUE,0,0.0
E00894,PH0277,2025-10-08,Sales rep,Thăm trình dược,0,0,0.0
E00895,PH0371,26/10/2024,Email,Khuyến mãi,1,0,1587000.0
E00896,PH0482,05-11-2025,,Nhắc đặt lại,1,1,270000.0
E00897,PH0156,11/08/2025,Email,Khuyến mãi,0,0,1360000.0
E00898,PH0343,2020-10-29,Sales rep,Hàng mới,0,0,1552000.0
E00899,PH0085,28/06/2024,Call,Khuyến mãi,1,0,0.0
E00900,PH0110,2025-02-14,Sales rep,,1,1,118000.0
E00901,PH0461,2024-08-14,Call,Thăm trình dược,0,0,527000.0
E00902,PH0576,2024-09-29,Call,Nhắc đặt lại,1,0,385000.0
E00903,PH0163,2022-03-07,Zalo,Hàng mới,0,0,1961000.0
E00904,PH0774,06-23-2025,Zalo,Hàng mới,0,0,1650000.0
E00905,PH0779,2024-09-26,Zalo,,1,0,1220000.0
E00906,PH0483,03-30-2022,Sales rep,Khuyến mãi,1,1,0.0
E00907,PH0518,2022-05-16,,Thăm trình dược,0,0,1037000.0
E00908,PH0552,2023-04-08,Zalo,Khuyến mãi,0,0,1058000.0
E00909,PH0669,2025-06-13,Call,Nhắc đặt lại,1,0,400000.0
E00910,PH0788,2025-03-13,Zalo,Nhắc đặt lại,1,0,1064000.0
E00911,PH0582,2022-04-28,Email,Thăm trình dược,1,1,568000.0
E00912,PH0385,2025-08-04,Email,Khuyến mãi,0,0,1528000.0
E00913,PH0516,2025-12-24,Call,Khuyến mãi,1,0,0.0
E00914,PH0378,24/03/2022,Sales rep,,0,0,1314000.0
E00915,PH0780,2024-12-10,Call,Khuyến mãi,1,1,510000.0
E00916,PH0725,2023-12-04,Email,,0,0,791000.0
E00917,PH0436,2024-01-24,Sales rep,Thăm trình dược,0,0,525000.0
E00918,PH0095,05-28-2025,Email,Nhắc đặt lại,0,0,0.0
E00919,PH0643,2025-01-29,Zalo,Khuyến mãi,0,0,594000.0
E00920,PH0728,2024-08-25,Email,Thăm trình dược,1,0,0.0
E00921,PH0260,2024-05-12,Zalo,Khuyến mãi,0,1,1635000.0
E00922,PH0368,19/08/2022,Sales rep,Khuyến mãi,1,0,335000.0
E00923,PH0370,2025-03-24,Email,Nhắc đặt lại,0,0,0.0
E00924,PH0429,2024-02-23,Email,Nhắc đặt lại,1,1,0.0
E00925,PH0734,2025-11-18,Sales rep,Nhắc đặt lại,1,0,0.0
E00926,PH0182,2022-12-13,Sales rep,Khuyến mãi,1,0,0.0
E00927,PH0265,2022-11-22,Zalo,Khuyến mãi,0,0,1158000.0
E00928,PH0596,2022-10-13,Zalo,Thăm trình dược,0,0,959000.0
E00929,PH0551,2024-08-21,Zalo,Khuyến mãi,0,0,1893000.0
E00930,PH0401,05-01-2025,,Hàng mới,0,0,301000.0
E00931,PH0363,2025-07-17,Call,Nhắc đặt lại,0,0,0.0
E00932,PH0778,2021-12-09,Zalo,Nhắc đặt lại,1,0,1973000.0
E00933,PH0185,2025-05-07,Zalo,Nhắc đặt lại,1,1,0.0
E00934,PH0612,05-26-2025,Email,Hàng mới,1,1,676000.0
E00935,PH0739,2023-09-10,Zalo,Hàng mới,1,0,774000.0
E00936,PH0484,2025-03-09,Zalo,Khuyến mãi,1,1,1852000.0
E00937,PH0184,01-12-2024,Email,Nhắc đặt lại,1,1,811000.0
E00938,PH0201,02-04-2024,Call,Khuyến mãi,1,0,0.0
E00939,PH0053,2023-11-26,Pigeon,Thăm trình dược,1,0,0.0
E00940,PH0673,2024-03-17,Sales rep,Thăm trình dược,0,0,318000.0
E00941,PH0190,18/10/2023,Email,Nhắc đặt lại,1,0,0.0
E00942,PH0490,2025-07-05,Zalo,Hàng mới,0,0,0.0
E00943,PH0270,2021-02-28,Zalo,Nhắc đặt lại,0,0,0.0
E00944,PH0642,2025-01-31,Zalo,Thăm trình dược,0,0,855000.0
E00945,PH0087,2025-07-10,Call,Nhắc đặt lại,TRUE,0,0.0
E00946,PH0061,09-15-2025,Zalo,Hàng mới,1,0,1411000.0
E00947,PH0489,2021-12-02,Call,Hàng mới,1,0,813000.0
E00948,PH0588,2023-04-04,Zalo,Khuyến mãi,0,0,1994000.0
E00949,PH0672,2025-04-08,Email,Thăm trình dược,0,0,1525000.0
E00950,PH0015,2024-07-27,Email,Nhắc đặt lại,1,0,1832000.0
E00951,PH0780,2023-11-11,,,1,0,0.0
E00952,PH0664,04/03/2024,Zalo,Hàng mới,1,0,1801000.0
E00953,PH0754,07-09-2022,Zalo,Hàng mới,0,0,1413000.0
E00954,PH0438,2024-09-09,Email,Thăm trình dược,1,1,337000.0
E00955,PH0133,2024-10-23,Zalo,,1,0,91000.0
E00956,PH0790,2024-10-24,Call,Thăm trình dược,0,0,348000.0
E00957,PH0548,2022-05-12,Zalo,Thăm trình dược,0,0,0.0
E00958,PH0368,2024-05-16,Zalo,Khuyến mãi,0,0,238000.0
E00959,PH0400,2024-05-06,Email,Hàng mới,1,0,1462000.0
E00960,PH0408,2025-10-09,Call,Thăm trình dược,1,1,0.0
E00961,PH0058,15/12/2021,Zalo,Nhắc đặt lại,0,0,454000.0
E00962,PH0286,02/02/2025,Pigeon,Thăm trình dược,1,1,1250000.0
E00963,PH0760,2025-08-23,Call,Khuyến mãi,0,0,0.0
E00964,PH0758,2024-08-15,Email,Khuyến mãi,1,0,611000.0
E00965,PH0323,2025-04-17,Email,Khuyến mãi,Yes,0,
E00966,PH0551,2024-10-28,Call,Thăm trình dược,1,0,395000.0
E00967,PH0146,2025-06-13,Zalo,Khuyến mãi,1,0,
E00968,PH0612,2023-11-22,Sales rep,Thăm trình dược,1,0,
E00969,PH0464,06-30-2024,Zalo,Hàng mới,1,1,
E00970,PH0230,2025-05-26,Call,Khuyến mãi,0,0,0.0
E00971,PH0470,2021-11-17,Call,Hàng mới,0,0,1633000.0
E00972,PH0010,04-16-2023,Call,Khuyến mãi,0,0,0.0
E00973,PH0666,2024-10-25,Sales rep,Nhắc đặt lại,1,0,0.0
E00974,PH0562,04-11-2025,Sales rep,Hàng mới,0,0,1605000.0
E00975,PH0264,2023-05-29,Call,Nhắc đặt lại,1,1,0.0
E00976,PH0504,2025-09-23,Call,Khuyến mãi,0,0,0.0
E00977,PH0595,06/11/2024,Sales rep,Thăm trình dược,1,0,1200000.0
E00978,PH0621,2021-12-19,Pigeon,Khuyến mãi,0,0,1603000.0
E00979,PH0189,2025-11-29,Call,Nhắc đặt lại,1,0,328000.0
E00980,PH0162,2024-05-02,Call,Khuyến mãi,1,0,0.0
E00981,PH0267,2024-10-28,Sales rep,Nhắc đặt lại,Yes,0,318000.0
E00982,PH0115,2024-07-23,Email,Khuyến mãi,1,1,1842000.0
E00983,PH0389,2023-06-06,Email,,1,0,181000.0
E00984,PH0651,2025-01-08,Call,Thăm trình dược,1,0,1568000.0
E00985,PH0687,2025-04-14,Email,Khuyến mãi,1,0,1749000.0
E00986,PH0762,2024-08-16,Zalo,Hàng mới,0,0,1251000.0
E00987,PH0211,29/10/2023,Email,Hàng mới,0,0,405000.0
E00988,PH0137,2024-12-17,Call,Hàng mới,0,0,0.0
E00989,PH0418,13/10/2025,Call,,0,0,984000.0
E00990,PH0593,2025-06-13,,Hàng mới,1,0,1403000.0
E00991,PH0118,16/01/2024,Sales rep,Khuyến mãi,0,0,1602000.0
E00992,PH0010,2023-02-26,Email,Khuyến mãi,1,1,250000.0
E00993,PH0745,2022-12-22,Sales rep,Hàng mới,0,0,703000.0
E00994,PH0676,2025-07-08,Email,Nhắc đặt lại,0,0,0.0
E00995,PH0368,2024-10-27,Sales rep,Thăm trình dược,1,0,1859000.0
E00996,PH0505,2022-08-18,Call,Nhắc đặt lại,1,0,0.0
E00997,PH0589,2025-02-20,Zalo,Nhắc đặt lại,1,1,
E00998,PH0146,2025-10-16,Call,Hàng mới,1,1,0.0
E00999,PH0075,2025-07-15,Call,Thăm trình dược,1,1,0.0
E01000,PH0213,2025-09-30,Zalo,Hàng mới,1,0,0.0
E01001,PH0460,2025-04-15,Call,Thăm trình dược,0,0,1814000.0
E01002,PH0539,2025-07-14,Email,Khuyến mãi,1,0,0.0
E01003,PH0235,2024-02-17,Call,Thăm trình dược,0,0,0.0
E01004,PH0367,2025-07-18,Email,Hàng mới,1,0,1187000.0
E01005,PH0062,2022-06-08,Call,Thăm trình dược,0,0,606000.0
E01006,PH0282,2025-08-18,,Khuyến mãi,1,1,536000.0
E01007,PH0219,2025-07-26,Sales rep,Khuyến mãi,1,0,1515000.0
E01008,PH0238,2025-02-28,Sales rep,Khuyến mãi,1,1,0.0
E01009,PH0447,2024-12-02,Email,Nhắc đặt lại,1,1,1261000.0
E01010,PH0461,2023-02-17,Zalo,Khuyến mãi,0,0,247000.0
E01011,PH0584,30/04/2024,Call,Thăm trình dược,0,0,1401000.0
E01012,PH0075,2024-12-29,Email,Thăm trình dược,1,0,0.0
E01013,PH0762,2025-07-14,Email,Hàng mới,1,0,175000.0
E01014,PH0640,2025-07-12,Email,Nhắc đặt lại,1,0,0.0
E01015,PH0227,2024-03-07,Email,Hàng mới,1,0,925000.0
E01016,PH0658,2022-12-24,Sales rep,,1,1,1362000.0
E01017,PH0397,2024-09-02,Call,Khuyến mãi,1,0,1630000.0
E01018,PH0184,2024-03-08,Sales rep,Hàng mới,1,0,0.0
E01019,PH0431,2021-08-28,Email,Nhắc đặt lại,1,1,299000.0
E01020,PH0282,2025-05-09,Call,Thăm trình dược,0,0,0.0
E01021,PH0432,2023-06-02,Sales rep,Hàng mới,0,0,1403000.0
E01022,PH0533,2023-06-14,Zalo,Nhắc đặt lại,1,1,1439000.0
E01023,PH0268,2025-03-19,Zalo,Khuyến mãi,1,0,978000.0
E01024,PH0282,16/06/2025,Call,Hàng mới,1,0,323000.0
E01025,PH0483,01-17-2025,Call,Khuyến mãi,0,0,201000.0
E01026,PH0632,2025-04-27,Sales rep,Hàng mới,1,0,0.0
E01027,PH0070,2021-04-11,Sales rep,Khuyến mãi,1,1,0.0
E01028,PH0443,2025-12-21,Zalo,Hàng mới,1,0,1765000.0
E01029,PH0066,2024-07-23,,Thăm trình dược,1,0,0.0
E01030,PH0777,11-28-2023,,Nhắc đặt lại,0,0,0.0
E01031,PH0492,2025-10-29,Zalo,Thăm trình dược,0,0,0.0
E01032,PH0444,2023-07-24,Zalo,Hàng mới,1,0,0.0
E01033,PH0661,17/08/2025,Call,Khuyến mãi,1,0,735000.0
E01034,PH0351,12-24-2024,Zalo,Hàng mới,1,1,550000.0
E01035,PH0213,2025-01-11,Zalo,Nhắc đặt lại,0,0,0.0
E01036,PH0367,2025-08-23,Sales rep,Hàng mới,0,0,8000.0
E01037,PH0333,2024-05-04,Call,Khuyến mãi,0,0,0.0
E01038,PH0118,2023-03-09,Zalo,Thăm trình dược,0,0,1254000.0
E01039,PH0095,2022-09-29,Email,Khuyến mãi,1,0,1050000.0
E01040,PH0069,2025-09-27,Zalo,,1,1,0.0
E01041,PH0334,2025-03-06,Sales rep,Thăm trình dược,1,0,0.0
E01042,PH0631,04/10/2024,Sales rep,Khuyến mãi,1,1,905000.0
E01043,PH0640,2024-07-25,Sales rep,Thăm trình dược,0,1,685000.0
E01044,PH0125,2025-08-30,Sales rep,Thăm trình dược,0,0,0.0
E01045,PH0400,2024-08-26,Sales rep,Nhắc đặt lại,1,0,0.0
E01046,PH0779,2025-12-04,Call,Khuyến mãi,1,0,
E01047,PH0234,2025-04-17,Zalo,,1,0,0.0
E01048,PH0681,2024-03-09,Email,Nhắc đặt lại,1,1,842000.0
E01049,PH0396,2024-08-02,Call,Nhắc đặt lại,0,0,882000.0
E01050,PH0734,2025-10-11,Sales rep,Nhắc đặt lại,1,0,732000.0
E01051,PH0171,2021-01-12,Email,Khuyến mãi,0,0,0.0
E01052,PH0427,2024-10-31,Call,Thăm trình dược,0,0,
E01053,PH0199,2024-10-25,Zalo,Hàng mới,0,0,1871000.0
E01054,PH0212,2025-12-15,Call,Khuyến mãi,Yes,1,
E01055,PH0720,2024-06-13,Call,Khuyến mãi,0,0,64000.0
E01056,PH0794,2025-08-14,Zalo,Nhắc đặt lại,0,1,888000.0
E01057,PH0640,2024-11-07,Zalo,Hàng mới,0,0,0.0
E01058,PH0783,2024-07-22,Call,Thăm trình dược,0,0,
E01059,PH0777,2024-03-31,Email,Nhắc đặt lại,1,0,1762000.0
E01060,PH0650,2025-11-09,Zalo,Khuyến mãi,1,0,
E01061,PH0385,16/09/2025,Zalo,,0,0,963000.0
E01062,PH0003,2021-09-03,Call,Khuyến mãi,0,0,0.0
E01063,PH0034,2025-12-19,Zalo,,0,1,1407000.0
E01064,PH0506,2023-12-14,Call,Khuyến mãi,1,0,0.0
E01065,PH0214,2025-01-17,Email,Thăm trình dược,1,1,0.0
E01066,PH0604,2025-09-27,Zalo,Hàng mới,0,0,1357000.0
E01067,PH0586,2022-05-07,Email,,0,0,1945000.0
E01068,PH0219,2024-11-01,Sales rep,Thăm trình dược,0,0,57000.0
E01069,PH0374,05/04/2022,Zalo,Khuyến mãi,0,0,1456000.0
E01070,PH0408,11-07-2025,Sales rep,Thăm trình dược,1,0,538000.0
E01071,PH0417,28/05/2023,Sales rep,Nhắc đặt lại,1,1,0.0
E01072,PH0734,2025-11-04,Call,Nhắc đặt lại,0,0,1519000.0
E01073,PH0645,2023-03-10,Email,Thăm trình dược,1,0,403000.0
E01074,PH0457,2024-11-03,Zalo,Nhắc đặt lại,1,1,1209000.0
E01075,PH0139,2020-03-26,Call,Khuyến mãi,1,0,970000.0
E01076,PH0343,08-08-2025,Zalo,,1,0,0.0
E01077,PH0609,2020-12-23,Email,Khuyến mãi,1,1,879000.0
E01078,PH0771,2024-07-13,Sales rep,Khuyến mãi,1,0,1626000.0
E01079,PH0665,2020-09-06,Call,Thăm trình dược,1,0,1020000.0
E01080,PH0731,2025-07-21,Email,Nhắc đặt lại,0,0,19000.0
E01081,PH0370,2024-10-14,,Khuyến mãi,1,1,1117000.0
E01082,PH0514,2024-04-25,Zalo,Hàng mới,1,1,0.0
E01083,PH0505,2023-02-24,Email,Nhắc đặt lại,1,1,349000.0
E01084,PH0630,2023-12-25,Pigeon,Hàng mới,1,0,1528000.0
E01085,PH0018,2022-08-15,Sales rep,Thăm trình dược,1,0,
E01086,PH0192,2024-01-03,Call,Hàng mới,0,0,1757000.0
E01087,PH0136,2024-03-30,Zalo,Khuyến mãi,1,0,1609000.0
E01088,PH0410,05/06/2022,Call,Thăm trình dược,1,0,686000.0
E01089,PH0465,2025-10-16,Call,Thăm trình dược,0,0,1184000.0
E01090,PH0595,2024-01-23,Email,Nhắc đặt lại,0,0,1011000.0
E01091,PH0177,2025-12-15,Call,Khuyến mãi,1,1,
E01092,PH0237,2025-11-24,Sales rep,Hàng mới,0,0,1525000.0
E01093,PH0754,2025-05-17,Sales rep,Nhắc đặt lại,0,0,0.0
E01094,PH0401,2025-08-30,Call,Hàng mới,0,0,1409000.0
E01095,PH0730,2025-10-23,Sales rep,Nhắc đặt lại,1,0,0.0
E01096,PH0624,2024-12-23,,Thăm trình dược,1,0,634000.0
E01097,PH0245,2025-07-29,Call,Hàng mới,1,1,586000.0
E01098,PH0733,09-23-2022,Zalo,Hàng mới,1,0,1086000.0
E01099,PH0146,2025-06-29,Call,Hàng mới,1,0,0.0
E01100,PH0518,03-30-2025,Sales rep,Nhắc đặt lại,1,0,407000.0
E01101,PH0428,13/09/2025,Call,Thăm trình dược,1,0,519000.0
E01102,PH0056,2022-03-25,Email,Khuyến mãi,1,1,1067000.0
E01103,PH0291,2025-02-06,Zalo,Hàng mới,TRUE,0,0.0
E01104,PH0691,2025-12-30,Sales rep,Khuyến mãi,1,0,1124000.0
E01105,PH0138,19/01/2025,Sales rep,Thăm trình dược,0,0,75000.0
E01106,PH0681,2023-05-07,Call,Nhắc đặt lại,0,0,1493000.0
E01107,PH0429,16/09/2021,Zalo,Thăm trình dược,1,1,582000.0
E01108,PH0334,2025-01-08,Sales rep,Thăm trình dược,1,0,
E01109,PH0443,2025-08-11,Email,Hàng mới,0,0,656000.0
